trait	uri
"level of Tax1-binding protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043782"
"level of endophilin-A1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043491"
"level of tubulin-specific chaperone A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043789"
"level of sphingosylphosphorylcholine receptor in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040317"
"level of leiomodin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042214"
"level of inositol-trisphosphate 3-kinase C in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042063"
"level of charged multivesicular body protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044106"
"level of COMM domain-containing protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041090"
"level of signal-transducing adaptor protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043690"
"level of solute carrier family 41 member 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043536"
"level of glycolipid transfer protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041737"
"level of tRNA (guanine-N(7)-)-methyltransferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042344"
"level of uridine-cytidine kinase 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044017"
"level of transcriptional enhancer factor TEF-3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043823"
"level of programmed cell death protein 5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042813"
"level of protein polybromo-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042774"
"level of cyclin-dependent kinase 4 inhibitor C in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040971"
"level of UV excision repair protein RAD23 homolog B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043181"
"level of thialysine N-epsilon-acetyltransferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043386"
"level of thyroid hormone receptor alpha in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040444"
"level of ATPase WRNIP1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044143"
"level of peptidyl-prolyl cis-trans isomerase FKBP6 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041591"
"level of cyclin-dependent kinases regulatory subunit 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041039"
"level of endogenous retrovirus group V member 1 Env polyprotein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044558"
"level of ubiquitin-conjugating enzyme E2 R1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040952"
"level of cytohesin-2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041218"
"level of calcium-binding and coiled-coil domain-containing protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040877"
"level of DNA repair protein XRCC1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044152"
"level of myotubularin-related protein 6 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042453"
"level of transcriptional activator protein Pur-alpha in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043116"
"level of Rho-related GTP-binding protein RhoG in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043267"
"level of zinc finger protein 560 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044208"
"level of smoothelin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043561"
"level of Ras-related GTP-binding protein C in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043342"
"level of glutathione-requiring prostaglandin D synthase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043089"
"level of E3 ubiquitin-protein ligase Itchy in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040424"
"level of serine/threonine-protein kinase VRK1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044114"
"level of DNA repair protein RAD51 homolog 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043183"
"level of ubiquitin-conjugating enzyme E2 C in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043991"
"level of RNA-binding protein Nova-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042610"
"level of ubiquitin-associated and SH3 domain-containing protein B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043987"
"level of 5'(3')-deoxyribonucleotidase, cytosolic type in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042648"
"level of serine/threonine-protein kinase N1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042907"
"level of tumor necrosis factor alpha-induced protein 8 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043889"
"level of 60S ribosome subunit biogenesis protein NIP7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042582"
"level of ADP-ribosylation factor-like protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040668"
"level of embryonal Fyn-associated substrate in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041423"
"level of tripartite motif-containing protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044373"
"level of endothelin-2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041414"
"level of C-1-tetrahydrofolate synthase, cytoplasmic in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042448"
"level of melanoma-associated antigen 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042265"
"level of flap endonuclease 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041571"
"level of ADP-ribosylation factor 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040640"
"level of proteasome subunit beta type-5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043070"
"level of inositol monophosphatase 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042022"
"level of serine/threonine-protein kinase A-Raf in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040636"
"level of DNA excision repair protein ERCC-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041502"
"level of ADP-ribosylation factor-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040666"
"level of oligophrenin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042708"
"level of p53 and DNA damage-regulated protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042837"
"level of grancalcin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041684"
"level of tropomodulin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043877"
"level of autophagy protein 5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040721"
"level of polyadenylate-binding protein 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042735"
"level of polycomb protein SCMH1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043403"
"level of exosome complex component RRP40 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041526"
"level of proteasome subunit beta type-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043067"
"level of nuclear receptor-binding protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042636"
"level of serine/threonine-protein kinase 24 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040410"
"level of aldo-keto reductase family 1 member C1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040549"
"level of protein phosphatase 1A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042991"
"level of septin-11 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043448"
"level of serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043007"
"level of histone-lysine N-methyltransferase ASH1L in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044490"
"level of protein Jumonji in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042069"
"level of kelch-like protein 7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042125"
"level of sentrin-specific protease 7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043441"
"level of LanC-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042162"
"level of arfaptin-2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040647"
"level of arylamine N-acetyltransferase 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042514"
"level of tyrosine-protein phosphatase non-receptor type 9 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043104"
"level of tRNA (cytosine-5-)-methyltransferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043925"
"level of N-lysine methyltransferase SMYD2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044711"
"level of carnitine O-acetyltransferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041129"
"level of beta-arrestin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040685"
"level of ribulose-phosphate 3-epimerase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043316"
"level of histone-lysine N-methyltransferase SETD2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043469"
"level of malate dehydrogenase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042318"
"level of guanine nucleotide-binding protein G(i) subunit alpha-3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041748"
"level of [pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042832"
"level of S-adenosylhomocysteine hydrolase-like protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044356"
"level of casein kinase I isoform gamma-2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041172"
"level of beta-soluble NSF attachment protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042509"
"level of kinesin light chain 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042116"
"level of GDP-L-fucose synthetase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043955"
"level of pantothenate kinase 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042756"
"level of obg-like ATPase 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042699"
"level of gamma-aminobutyric acid receptor-associated protein-like 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041648"
"level of Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041406"
"level of thiosulfate sulfurtransferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043954"
"level of tyrosine-protein phosphatase non-receptor type 13 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043101"
"level of interleukin enhancer-binding factor 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042017"
"level of guanine deaminase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041695"
"level of vacuolar protein sorting-associated protein 4B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044112"
"level of E3 ubiquitin-protein ligase HECW1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041854"
"level of cell cycle checkpoint protein RAD1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043178"
"level of sulfotransferase 1B1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043726"
"level of aspartate--tRNA ligase, cytoplasmic in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041231"
"level of protein kinase C and casein kinase substrate in neurons protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042739"
"level of protein flightless-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041594"
"level of U1 small nuclear ribonucleoprotein A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043572"
"level of ubiquitin carboxyl-terminal hydrolase 21 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044060"
"level of kynurenine--oxoglutarate transaminase 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040925"
"level of dihydropyrimidinase-related protein 5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041360"
"level of scinderin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043401"
"level of homer protein homolog 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041913"
"level of 3-mercaptopyruvate sulfurtransferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042408"
"level of ribosomal protein S6 kinase alpha-6 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043339"
"level of septin-10 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043447"
"level of serine hydroxymethyltransferase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043504"
"level of histone-lysine N-methyltransferase, H3 lysine-79 specific in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041346"
"level of adapter SH3BGRL in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044419"
"level of probable dimethyladenosine transferase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044519"
"level of kelch-like protein 12 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042120"
"level of protein arginine N-methyltransferase 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043033"
"level of phosphatidylinositol 5-phosphate 4-kinase type-2 alpha in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042897"
"level of importin subunit alpha-3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042133"
"level of ATP-citrate synthase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040478"
"level of E3 ubiquitin-protein ligase pellino homolog 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042844"
"level of serine/threonine-protein kinase Nek7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042556"
"level of SH2 domain-containing protein 3C in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043490"
"level of probable E3 ubiquitin-protein ligase HERC1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044311"
"level of serine/threonine-protein kinase MRCK alpha in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040954"
"level of dihydropyrimidinase-related protein 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041358"
"level of lethal(3)malignant brain tumor-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042153"
"level of histone H1.10 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041827"
"level of gap junction alpha-8 protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041722"
"level of high mobility group protein 20A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041885"
"level of regulator of G-protein signaling 19 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043258"
"level of AP-1 complex subunit gamma-like 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040609"
"level of zinc finger protein 175 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044191"
"level of TOX high mobility group box family member 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044553"
"level of peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042895"
"level of ubiquilin-4 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044014"
"level of Tax1-binding protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043781"
"level of cold-inducible RNA-binding protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041033"
"level of regulatory factor X-associated protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043250"
"level of prostaglandin F2 receptor negative regulator in blood serum"	"http://purl.obolibrary.org/obo/OBA_2040356"
"level of proteasome assembly chaperone 3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2043081"
"level of kinetochore protein NDC80 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042532"
"level of pleckstrin homology domain-containing family A member 7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044342"
"level of MAGUK p55 subfamily member 7 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042407"
"level of kinesin-like protein KIF22 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042098"
"level of cold shock domain-containing protein E1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041166"
"level of plastin-1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042931"
"level of nischarin in blood serum"	"http://purl.obolibrary.org/obo/OBA_2042583"
"level of protein FEV in blood serum"	"http://purl.obolibrary.org/obo/OBA_2041572"
"level of transmembrane protein 8B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2044455"
